Date,Cases Rate - Total,Deaths Rate - Total,Hospitalizations Rate - Total,Cases Rate - Age 0-17,Cases Rate - Age 18-29,Cases Rate - Age 30-39,Cases Rate - Age 40-49,Cases Rate - Age 50-59,Cases Rate - Age 60-69,Cases Rate - Age 70-79,Cases Rate -  Age 80+,Cases Rate - Female,Cases Rate - Male,Cases Rate - Latinx,Cases Rate - Asian Non-Latinx,Cases Rate - Black Non-Latinx,Cases Rate - White Non-Latinx,Cases Rate - Other Race Non-Latinx,Deaths Rate - Age 0-17,Deaths Rate - Age 18-29,Deaths Rate - Age 30-39,Deaths Rate - Age 40-49,Deaths Rate - Age 50-59,Deaths Rate - Age 60-69,Deaths Rate - Age 70-79,Deaths Rate - Age 80+,Deaths Rate - Female,Deaths Rate - Male,Deaths Rate - Latinx,Deaths Rate - Asian Non-Latinx,Deaths Rate - Black Non-Latinx,Deaths Rate - White Non-Latinx,Deaths Rate - Other Race Non-Latinx,Hospitalizations Rate -  Age 0-17,Hospitalizations Rate -  Age 18-29,Hospitalizations Rate -  Age 30-39,Hospitalizations Rate -  Age 40-49,Hospitalizations Rate -  Age 50-59,Hospitalizations Rate -  Age 60-69,Hospitalizations Rate -  Age 70-79,Hospitalizations Rate -  Age 80+,Hospitalizations Rate -  Female,Hospitalizations Rate -  Male,Hospitalizations Rate -  Latinx,Hospitalizations Rate -  Asian Non-Latinx,Hospitalizations Rate -  Black Non-Latinx,Hospitalizations Rate -  White Non-Latinx,Hospitalizations Rate -  Other Race Non-Latinx,Cases - Total,Deaths - Total,Hospitalizations - Total,Cases - Age 0-17,Cases - Age 18-29,Cases - Age 30-39,Cases - Age 40-49,Cases - Age 50-59,Cases - Age 60-69,Cases - Age 70-79,Cases -  Age 80+,Cases - Female,Cases - Male,Cases - Latinx,Cases - Asian Non-Latinx,Cases - Black Non-Latinx,Cases - White Non-Latinx,Cases - Other Race Non-Latinx,Deaths - Age 0-17,Deaths - Age 18-29,Deaths - Age 30-39,Deaths - Age 40-49,Deaths - Age 50-59,Deaths - Age 60-69,Deaths - Age 70-79,Deaths - Age 80+,Deaths - Female,Deaths - Male,Deaths - Latinx,Deaths - Asian Non-Latinx,Deaths - Black Non-Latinx,Deaths - White Non-Latinx,Deaths - Other Race Non-Latinx,Hospitalizations - Age 0-17,Hospitalizations - Age 18-29,Hospitalizations - Age 30-39,Hospitalizations - Age 40-49,Hospitalizations - Age 50-59,Hospitalizations - Age 60-69,Hospitalizations - Age 70-79,Hospitalizations - Age 80+,Hospitalizations - Female,Hospitalizations - Male,Hospitalizations - Latinx,Hospitalizations - Asian Non-Latinx,Hospitalizations - Black Non-Latinx,Hospitalizations - White Non-Latinx,Hospitalizations - Other Race Non-Latinx
2/4/21,18.72,0.4,1.54,12.41,22.06,20.98,22.12,20.45,18.31,13.7,16.07,18.57,18.85,22.05,10.25,13.01,14.92,16.5,0,0.03,0,0.13,0.37,1.47,1.38,3.93,0.29,0.52,0.57,0.24,0.51,0.22,0,0.1,0.52,0.81,1.27,2.37,3.91,4.69,6.61,1.59,1.49,1.64,0.32,2.26,0.86,1.55,506.6,10.9,41.7,68.1,122,95.7,74.4,64,48.1,21.3,12.9,257.4,248.9,171.3,18.4,102,134.3,19.7,0,0.1,0,0.4,1.1,3.9,2.1,3.1,4,6.9,4.4,0.4,4,2,0,0.6,2.9,3.7,4.3,7.4,10.3,7.3,5.3,22,19.7,12.7,0.6,17.7,7.7,1.9
2/5/21,17.72,0.36,1.56,11.35,20.98,20.13,20.3,19.63,17.17,13.43,17.15,17.51,17.93,20.51,10.72,12.5,14.06,16.26,0,0.03,0.03,0.04,0.37,1.25,1.1,3.93,0.31,0.41,0.52,0.08,0.49,0.19,0,0.13,0.49,0.75,1.53,2.51,3.59,4.78,6.97,1.59,1.54,1.64,0.4,2.4,0.81,1.43,479.6,9.7,42.3,62.3,116,91.9,68.3,61.4,45.1,20.9,13.7,242.7,236.7,159.3,19.3,98,126.6,19.4,0,0.1,0.1,0.1,1.1,3.3,1.7,3.1,4.3,5.4,4,0.1,3.9,1.7,0,0.7,2.7,3.4,5.1,7.9,9.4,7.4,5.6,22,20.3,12.7,0.7,18.9,7.3,1.7
2/6/21,16.9,0.36,1.54,10.12,20.18,19.47,19.66,19.13,16.19,12.6,16.43,16.64,17.16,18.82,10.8,12.2,13.75,16.14,0,0,0.03,0.08,0.27,1.25,1.2,4.29,0.32,0.41,0.42,0.08,0.53,0.25,0,0.16,0.44,0.75,1.53,2.6,3.53,4.41,6.79,1.67,1.4,1.56,0.48,2.39,0.76,1.67,457.3,9.9,41.6,55.6,111.6,88.9,66.1,59.9,42.6,19.6,13.1,230.7,226.4,146.1,19.4,95.7,123.7,19.3,0,0,0.1,0.3,0.9,3.3,1.9,3.4,4.4,5.4,3.3,0.1,4.1,2.3,0,0.9,2.4,3.4,5.1,8.1,9.3,6.9,5.4,23.1,18.4,12.1,0.9,18.7,6.9,2
2/7/21,17.12,0.32,1.55,10.38,20.46,19.91,19.53,19.49,15.97,12.97,16.61,17.01,17.22,19.17,10.72,12.39,14.05,16.02,0,0,0.03,0.08,0.18,0.98,1.2,3.93,0.27,0.37,0.24,0.16,0.51,0.27,0,0.18,0.47,0.81,1.32,2.51,3.53,4.78,6.97,1.71,1.37,1.56,0.56,2.37,0.83,1.32,463.1,8.6,41.9,57,113.1,90.9,65.7,61,42,20.1,13.3,235.7,227.3,148.9,19.3,97.1,126.4,19.1,0,0,0.1,0.3,0.6,2.6,1.9,3.1,3.7,4.9,1.9,0.3,4,2.4,0,1,2.6,3.7,4.4,7.9,9.3,7.4,5.6,23.7,18.1,12.1,1,18.6,7.4,1.6
2/8/21,15.94,0.34,1.59,9.55,18.5,18.44,18.05,17.94,15.97,12.6,17.5,15.86,16,17.16,10.8,12.22,13.02,14.71,0,0,0.09,0.17,0.23,0.81,1.47,3.75,0.26,0.42,0.28,0.24,0.47,0.32,0,0.18,0.54,0.94,1.4,2.6,3.1,5.15,7.32,1.77,1.41,1.56,0.56,2.39,0.94,1.32,431.3,9.1,43.1,52.4,102.3,84.1,60.7,56.1,42,19.6,14,219.9,211.1,133.3,19.4,95.9,117.1,17.6,0,0,0.4,0.6,0.7,2.1,2.3,3,3.6,5.6,2.1,0.4,3.7,2.9,0,1,3,4.3,4.7,8.1,8.1,8,5.9,24.6,18.6,12.1,1,18.7,8.4,1.6
2/9/21,14.7,0.35,1.52,9.06,17.26,16.91,16.22,16.43,14.61,11.4,16.61,14.81,14.56,15.47,9.93,11.66,11.92,13.87,0,0,0.09,0.17,0.32,0.71,1.47,4.11,0.28,0.42,0.29,0.32,0.47,0.32,0,0.13,0.44,0.97,1.23,2.46,2.99,5.15,7.32,1.64,1.4,1.49,0.48,2.3,0.92,1.32,397.7,9.4,41.1,49.7,95.4,77.1,54.6,51.4,38.4,17.7,13.3,205.3,192.1,120.1,17.9,91.4,107.3,16.6,0,0,0.4,0.6,1,1.9,2.3,3.3,3.9,5.6,2.3,0.6,3.7,2.9,0,0.7,2.4,4.4,4.1,7.7,7.9,8,5.9,22.7,18.4,11.6,0.9,18,8.3,1.6
2/10/21,13.62,0.37,1.58,8.22,16.17,15.93,14.82,15.57,12.6,10.67,16.07,13.57,13.64,13.26,9.45,10.98,11.43,14.35,0,0,0.09,0.17,0.37,0.71,1.47,4.64,0.31,0.43,0.29,0.4,0.49,0.35,0,0.16,0.52,1.1,1.23,2.65,2.99,4.69,8.04,1.64,1.52,1.49,0.56,2.39,1.02,1.32,368.4,10,42.7,45.1,89.4,72.7,49.9,48.7,33.1,16.6,12.9,188.1,180,103,17,86.1,102.9,17.1,0,0,0.4,0.6,1.1,1.9,2.3,3.7,4.3,5.7,2.3,0.7,3.9,3.1,0,0.9,2.9,5,4.1,8.3,7.9,7.3,6.4,22.7,20,11.6,1,18.7,9.1,1.6
2/11/21,13.08,0.37,1.51,8.12,15.22,14.68,14.39,15.43,12.55,10.48,15.36,12.98,13.18,12.84,9.37,10.15,11.11,14.47,0,0,0.09,0.25,0.41,0.81,1.29,4.29,0.28,0.48,0.37,0.32,0.47,0.33,0,0.21,0.62,0.97,1.15,2.24,2.93,4.41,8.04,1.53,1.49,1.45,0.56,2.24,0.98,1.2,354,10.1,40.9,44.6,84.1,67,48.4,48.3,33,16.3,12.3,179.9,174,99.7,16.9,79.6,100,17.3,0,0,0.4,0.9,1.3,2.1,2,3.4,3.9,6.3,2.9,0.6,3.7,3,0,1.1,3.4,4.4,3.9,7,7.7,6.9,6.4,21.1,19.7,11.3,1,17.6,8.9,1.4
2/12/21,12.84,0.4,1.42,7.94,15.32,14.53,14.22,14.15,12.77,10.3,13.93,12.59,13.09,12.32,8.5,9.98,11.32,14.71,0,0,0.09,0.34,0.46,0.76,1.56,4.29,0.29,0.52,0.37,0.32,0.47,0.41,0,0.21,0.67,0.88,1.02,2.24,2.88,4.05,6.61,1.36,1.48,1.32,0.56,2.06,0.97,1.32,347.4,10.9,38.4,43.6,84.7,66.3,47.9,44.3,33.6,16,11.1,174.6,172.7,95.7,15.3,78.3,101.9,17.6,0,0,0.4,1.1,1.4,2,2.4,3.4,4,6.9,2.9,0.6,3.7,3.7,0,1.1,3.7,4,3.4,7,7.6,6.3,5.3,18.9,19.6,10.3,1,16.1,8.7,1.6
2/13/21,12.62,0.37,1.38,7.78,15.53,14.03,14.18,13.51,12.44,9.93,13.57,12.41,12.84,12.45,8.18,9.65,11.13,13.99,0,0,0.09,0.34,0.46,0.65,1.47,3.93,0.3,0.45,0.39,0.4,0.38,0.38,0,0.21,0.75,0.78,1.1,2.01,2.66,4.14,6.43,1.3,1.47,1.25,0.48,1.97,1,1.43,341.6,10.1,37.4,42.7,85.9,64,47.7,42.3,32.7,15.4,10.9,172,169.4,96.7,14.7,75.7,100.1,16.7,0,0,0.4,1.1,1.4,1.7,2.3,3.1,4.1,6,3,0.7,3,3.4,0,1.1,4.1,3.6,3.7,6.3,7,6.4,5.1,18,19.4,9.7,0.9,15.4,9,1.7
2/14/21,12.26,0.38,1.29,7.75,15.27,13.49,13.71,12.87,11.9,9.84,12.68,12.02,12.5,11.96,7.94,9.33,10.87,13.51,0,0,0.09,0.34,0.41,0.71,1.38,4.29,0.31,0.45,0.4,0.32,0.36,0.41,0,0.21,0.7,0.78,0.98,1.87,2.55,3.86,5.72,1.22,1.37,1.23,0.4,1.8,0.92,1.32,331.7,10.3,35,42.6,84.4,61.6,46.1,40.3,31.3,15.3,10.1,166.6,165,92.9,14.3,73.1,97.9,16.1,0,0,0.4,1.1,1.3,1.9,2.1,3.4,4.3,6,3.1,0.6,2.9,3.7,0,1.1,3.9,3.6,3.3,5.9,6.7,6,4.6,16.9,18.1,9.6,0.7,14.1,8.3,1.6
2/15/21,11.59,0.35,1.15,7.44,14.98,13.24,12.65,11.73,10.65,9.38,9.47,11.2,11.99,11,7.71,8.43,10.65,13.03,0,0,0.03,0.25,0.37,0.65,1.38,4.29,0.29,0.41,0.33,0.24,0.38,0.38,0,0.18,0.57,0.69,0.93,1.6,2.77,3.03,4.64,1.02,1.29,1.05,0.48,1.69,0.76,0.96,313.6,9.4,31.1,40.9,82.9,60.4,42.6,36.7,28,14.6,7.6,155.3,158.3,85.4,13.9,66.1,95.9,15.6,0,0,0.1,0.9,1.1,1.7,2.1,3.4,4,5.4,2.6,0.4,3,3.4,0,1,3.1,3.1,3.1,5,7.3,4.7,3.7,14.1,17,8.1,0.9,13.3,6.9,1.1
2/16/21,10.54,0.33,1.15,6.79,13.8,11.83,11.93,10.41,9.45,8.92,7.68,10.16,10.92,9.91,7.07,7.21,9.94,12.32,0,0,0.03,0.25,0.27,0.65,1.56,3.75,0.25,0.42,0.33,0.16,0.36,0.37,0,0.18,0.59,0.69,0.93,1.55,2.82,2.94,4.64,1.13,1.17,0.97,0.48,1.75,0.78,0.96,285.1,9,31.1,37.3,76.3,54,40.1,32.6,24.9,13.9,6.1,140.9,144.1,77,12.7,56.6,89.4,14.7,0,0,0.1,0.9,0.9,1.7,2.4,3,3.4,5.6,2.6,0.3,2.9,3.3,0,1,3.3,3.1,3.1,4.9,7.4,4.6,3.7,15.7,15.4,7.6,0.9,13.7,7,1.1
2/17/21,10.63,0.32,1.06,6.38,14.26,11.87,13.12,10.54,9.18,8.19,7.14,10.36,10.91,10.56,6.83,6.85,9.97,12.08,0,0,0.03,0.21,0.27,0.65,1.56,3.39,0.22,0.42,0.29,0.08,0.33,0.38,0,0.18,0.49,0.5,1.02,1.32,2.72,3.22,3.57,1.06,1.05,0.79,0.4,1.66,0.76,0.96,287.7,8.6,28.6,35,78.9,54.1,44.1,33,24.1,12.7,5.7,143.6,144,82,12.3,53.7,89.7,14.4,0,0,0.1,0.7,0.9,1.7,2.4,2.7,3,5.6,2.3,0.1,2.6,3.4,0,1,2.7,2.3,3.4,4.1,7.1,5,2.9,14.7,13.9,6.1,0.7,13,6.9,1.1
2/18/21,9.99,0.3,1.02,5.65,14.18,10.93,12.78,9.68,8.15,7.36,6.07,9.86,10.11,9.97,6.04,6.63,9.22,11.72,0,0,0.03,0.13,0.23,0.49,2.02,2.86,0.24,0.36,0.2,0.08,0.35,0.38,0,0.1,0.39,0.59,1.1,1.46,2.39,3.31,3.21,1.04,1.01,0.79,0.24,1.62,0.7,1.2,270.3,8,27.7,31,78.4,49.9,43,30.3,21.4,11.4,4.9,136.7,133.4,77.4,10.9,52,83,14,0,0,0.1,0.4,0.7,1.3,3.1,2.3,3.3,4.7,1.6,0.1,2.7,3.4,0,0.6,2.1,2.7,3.7,4.6,6.3,5.1,2.6,14.4,13.3,6.1,0.4,12.7,6.3,1.4
2/19/21,9.78,0.27,1.03,5.75,13.62,10.77,12.48,10.41,6.68,6.99,7.14,9.82,9.72,9.91,5.96,6.39,8.68,11.6,0,0.03,0,0.08,0.14,0.43,2.02,2.68,0.21,0.34,0.18,0.08,0.36,0.3,0,0.08,0.36,0.69,1.02,1.37,2.23,3.13,4.82,1.06,1,0.81,0.24,1.66,0.68,1.08,264.7,7.3,27.9,31.6,75.3,49.1,42,32.6,17.6,10.9,5.7,136.1,128.3,77,10.7,50.1,78.1,13.9,0,0.1,0,0.3,0.4,1.1,3.1,2.1,2.9,4.4,1.4,0.1,2.9,2.7,0,0.4,2,3.1,3.4,4.3,5.9,4.9,3.9,14.7,13.1,6.3,0.4,13,6.1,1.3
2/20/21,9.74,0.27,1.01,6.06,13.51,10.42,12.19,10.59,6.3,7.08,7.68,9.69,9.76,9.69,5.48,6.28,8.71,12.44,0,0.03,0,0.08,0.14,0.38,2.21,2.68,0.23,0.32,0.2,0.08,0.4,0.27,0,0.08,0.31,0.69,0.81,1.37,2.28,2.94,5.54,1.02,1,0.79,0.24,1.68,0.63,0.96,263.4,7.4,27.3,33.3,74.7,47.6,41,33.1,16.6,11,6.1,134.3,128.9,75.3,9.9,49.3,78.4,14.9,0,0.1,0,0.3,0.4,1,3.4,2.1,3.1,4.3,1.6,0.1,3.1,2.4,0,0.4,1.7,3.1,2.7,4.3,6,4.6,4.4,14.1,13.1,6.1,0.4,13.1,5.7,1.1
2/21/21,9.81,0.27,1.02,5.91,13.62,10.49,12.53,10.86,6.63,6.44,8.04,9.8,9.81,9.6,5.08,6.48,8.92,12.44,0,0.05,0,0.13,0.14,0.33,2.21,2.5,0.23,0.32,0.22,0.08,0.36,0.25,0.24,0.08,0.39,0.69,0.89,1.37,2.06,3.03,5.54,1.03,1.01,0.68,0.32,1.75,0.65,1.2,265.6,7.4,27.6,32.4,75.3,47.9,42.1,34,17.4,10,6.4,135.9,129.4,74.6,9.1,50.9,80.3,14.9,0,0.3,0,0.4,0.4,0.9,3.4,2,3.1,4.3,1.7,0.1,2.9,2.3,0.3,0.4,2.1,3.1,3,4.3,5.4,4.7,4.4,14.3,13.3,5.3,0.6,13.7,5.9,1.4
2/22/21,10.49,0.28,1.06,6.32,14.31,11.27,13.42,12,7.22,6.25,8.93,10.52,10.43,11,4.92,6.85,9.11,12.79,0,0.05,0,0.21,0.18,0.33,2.12,2.32,0.23,0.34,0.28,0.08,0.38,0.21,0.24,0.08,0.41,0.63,0.98,1.46,2.23,2.76,6.43,1.07,1.05,0.85,0.24,1.71,0.7,1.32,283.9,7.6,28.7,34.7,79.1,51.4,45.1,37.6,19,9.7,7.1,145.9,137.7,85.4,8.9,53.7,82,15.3,0,0.3,0,0.7,0.6,0.9,3.3,1.9,3.1,4.4,2.1,0.1,3,1.9,0.3,0.4,2.3,2.9,3.3,4.6,5.9,4.3,5.1,14.9,13.9,6.6,0.4,13.4,6.3,1.6
2/23/21,11.01,0.32,0.97,6.51,14.91,12.3,13.16,13.19,7.66,6.62,9.47,10.93,11.07,11.86,5.48,7.4,9.35,12.68,0,0.05,0,0.25,0.27,0.38,2.21,2.68,0.27,0.37,0.29,0.08,0.44,0.25,0.24,0.08,0.44,0.56,0.93,1.32,1.96,2.39,5.89,0.95,1,0.77,0.24,1.55,0.63,1.2,297.9,8.6,26.3,35.7,82.4,56.1,44.3,41.3,20.1,10.3,7.6,151.6,146.1,92.1,9.9,58,84.1,15.1,0,0.3,0,0.9,0.9,1,3.4,2.1,3.7,4.9,2.3,0.1,3.4,2.3,0.3,0.4,2.4,2.6,3.1,4.1,5.1,3.7,4.7,13.1,13.1,6,0.4,12.1,5.7,1.4
2/24/21,10.76,0.3,1,6.58,13.87,12.15,12.44,13.24,7.99,6.81,10,10.62,10.9,11.33,5.4,7.61,8.9,12.68,0,0.05,0,0.25,0.23,0.33,2.12,2.5,0.28,0.31,0.31,0.08,0.42,0.21,0.24,0.08,0.47,0.63,1.02,1.37,1.85,2.39,6.07,1.01,0.98,0.79,0.4,1.64,0.59,1.2,291.1,8,27,36.1,76.7,55.4,41.9,41.4,21,10.6,8,147.1,143.9,88,9.7,59.7,80.1,15.1,0,0.3,0,0.9,0.7,0.9,3.3,2,3.9,4.1,2.4,0.1,3.3,1.9,0.3,0.4,2.6,2.9,3.4,4.3,4.9,3.7,4.9,14,13,6.1,0.7,12.9,5.3,1.4
2/25/21,10.58,0.31,0.93,6.51,13.12,12.4,12.57,12.19,8.04,7.45,10.54,10.33,10.85,11.18,5.72,7.29,8.84,11.6,0,0.05,0,0.25,0.18,0.38,2.12,2.86,0.26,0.36,0.39,0.08,0.36,0.22,0.24,0.08,0.47,0.5,0.89,1.23,1.68,2.39,6.07,0.92,0.94,0.68,0.64,1.51,0.57,0.96,286.4,8.3,25.1,35.7,72.6,56.6,42.3,38.1,21.1,11.6,8.4,143.1,143.1,86.9,10.3,57.1,79.6,13.9,0,0.3,0,0.9,0.6,1,3.3,2.3,3.6,4.7,3,0.1,2.9,2,0.3,0.4,2.6,2.3,3,3.9,4.4,3.7,4.9,12.7,12.4,5.3,1.1,11.9,5.1,1.1
2/26/21,10.79,0.3,0.88,7.03,13.51,12.24,13.29,11.59,9.07,6.9,9.11,10.48,11.1,11.33,5.48,7.71,9.19,10.76,0,0.03,0,0.21,0.23,0.38,1.84,3.21,0.24,0.36,0.4,0.08,0.29,0.24,0.24,0.16,0.41,0.38,0.89,1.23,1.68,2.3,5,0.88,0.88,0.64,0.48,1.46,0.54,0.96,292,8,23.7,38.6,74.7,55.9,44.7,36.3,23.9,10.7,7.3,145.3,146.6,88,9.9,60.4,82.7,12.9,0,0.1,0,0.7,0.7,1,2.9,2.6,3.3,4.7,3.1,0.1,2.3,2.1,0.3,0.9,2.3,1.7,3,3.9,4.4,3.6,4,12.1,11.6,5,0.9,11.4,4.9,1.1
2/27/21,10.6,0.29,0.88,6.92,13.05,12.3,12.95,11.18,9.13,6.99,8.93,10.42,10.78,11.18,5.72,7.76,8.81,9.93,0,0.03,0,0.17,0.27,0.43,1.47,3.39,0.22,0.36,0.39,0,0.27,0.25,0.24,0.13,0.39,0.38,0.81,1.37,1.79,2.48,4.47,0.85,0.91,0.63,0.48,1.48,0.57,0.72,286.9,7.7,23.7,38,72.1,56.1,43.6,35,24,10.9,7.1,144.4,142.3,86.9,10.3,60.9,79.3,11.9,0,0.1,0,0.6,0.9,1.1,2.3,2.7,3,4.7,3,0,2.1,2.3,0.3,0.7,2.1,1.7,2.7,4.3,4.7,3.9,3.6,11.7,12,4.9,0.9,11.6,5.1,0.9
2/28/21,10.55,0.26,0.83,6.92,12.84,12.4,12.74,10.91,9.61,6.99,8.57,10.23,10.87,11.29,6.51,7.65,8.6,9.57,0,0,0,0.13,0.27,0.43,1.38,3.04,0.19,0.34,0.35,0,0.31,0.21,0,0.1,0.26,0.38,0.72,1.19,2.17,2.12,4.64,0.82,0.84,0.64,0.48,1.38,0.54,0.48,285.6,7,22.6,38,71,56.6,42.9,34.1,25.3,10.9,6.9,141.9,143.4,87.7,11.7,60,77.4,11.4,0,0,0,0.4,0.9,1.1,2.1,2.4,2.6,4.4,2.7,0,2.4,1.9,0,0.6,1.4,1.7,2.4,3.7,5.7,3.3,3.7,11.4,11.1,5,0.9,10.9,4.9,0.6
3/1/21,10.16,0.23,0.82,6.82,12.61,11.43,12.27,9.91,9.72,6.81,9.11,9.8,10.51,10.15,6.75,7.58,8.49,9.93,0,0,0,0.04,0.23,0.43,1.2,2.86,0.15,0.3,0.29,0,0.24,0.22,0,0.1,0.26,0.44,0.64,1.19,2.01,2.3,4.29,0.8,0.83,0.57,0.56,1.35,0.52,0.72,275,6.1,22.1,37.4,69.7,52.1,41.3,31,25.6,10.6,7.3,135.9,138.7,78.9,12.1,59.4,76.4,11.9,0,0,0,0.1,0.7,1.1,1.9,2.3,2.1,4,2.3,0,1.9,2,0,0.6,1.4,2,2.1,3.7,5.3,3.6,3.4,11.1,11,4.4,1,10.6,4.7,0.9
3/2/21,10.26,0.2,0.89,7.21,13.02,11.4,12.57,9.13,9.72,6.71,8.93,10.11,10.38,10.17,7.23,7.34,8.7,10.16,0,0,0,0,0.18,0.33,1.01,3.04,0.14,0.26,0.31,0.08,0.18,0.16,0,0.1,0.26,0.47,0.72,1.23,2.01,2.94,4.82,0.88,0.91,0.77,0.64,1.38,0.52,0.72,277.6,5.4,24.1,39.6,72,52,42.3,28.6,25.6,10.4,7.1,140.1,137,79,13,57.6,78.3,12.1,0,0,0,0,0.6,0.9,1.6,2.4,2,3.4,2.4,0.1,1.4,1.4,0,0.6,1.4,2.1,2.4,3.9,5.3,4.6,3.9,12.1,12,6,1.1,10.9,4.7,0.9
3/3/21,10.25,0.21,0.83,7.42,13.31,11.61,12.7,8.26,9.51,6.9,7.32,10.11,10.37,10.08,8.26,7.1,8.83,11.72,0,0,0,0,0.18,0.33,1.01,3.21,0.14,0.27,0.28,0.16,0.22,0.16,0,0.1,0.23,0.44,0.42,1.14,2.12,2.85,4.47,0.85,0.81,0.66,0.48,1.28,0.57,0.6,277.4,5.6,22.4,40.7,73.6,53,42.7,25.9,25,10.7,5.9,140.1,136.9,78.3,14.9,55.7,79.4,14,0,0,0,0,0.6,0.9,1.6,2.6,2,3.6,2.1,0.3,1.7,1.4,0,0.6,1.3,2,1.4,3.6,5.6,4.4,3.6,11.7,10.7,5.1,0.9,10,5.1,0.7
3/4/21,10.28,0.21,0.86,7.65,13.64,11.61,12.1,8.49,9.34,6.35,7.68,10.24,10.29,9.8,9.06,7.27,8.83,12.2,0,0,0.03,0.04,0.23,0.38,0.55,3.39,0.18,0.24,0.28,0.16,0.2,0.17,0,0.1,0.23,0.47,0.51,1.14,2.23,2.67,5,0.91,0.81,0.66,0.32,1.38,0.62,0.6,278.3,5.6,23.3,42,75.4,53,40.7,26.6,24.6,9.9,6.1,142,135.9,76.1,16.3,57,79.4,14.6,0,0,0.1,0.1,0.7,1,0.9,2.7,2.4,3.1,2.1,0.3,1.6,1.6,0,0.6,1.3,2.1,1.7,3.6,5.9,4.1,4,12.6,10.7,5.1,0.6,10.9,5.6,0.7
3/5/21,9.94,0.21,0.86,7.16,13.1,11.77,11.25,8.49,8.91,6.16,7.5,9.95,9.9,9.31,10.17,6.98,8.56,12.32,0,0,0.03,0.04,0.18,0.38,0.64,3.39,0.22,0.19,0.24,0.16,0.24,0.17,0,0.05,0.23,0.44,0.51,1.42,2.23,2.58,4.64,0.91,0.81,0.64,0.48,1.29,0.7,0.48,268.9,5.6,23.3,39.3,72.4,53.7,37.9,26.6,23.4,9.6,6,137.9,130.7,72.3,18.3,54.7,77,14.7,0,0,0.1,0.1,0.6,1,1,2.7,3,2.6,1.9,0.3,1.9,1.6,0,0.3,1.3,2,1.7,4.4,5.9,4,3.7,12.6,10.7,5,0.9,10.1,6.3,0.6
3/6/21,10.16,0.18,0.92,7.13,13.54,12.33,11.46,8.35,9.34,6.07,7.5,10.04,10.27,9.84,10.17,6.98,8.56,13.39,0,0,0.03,0.04,0.18,0.33,0.64,2.68,0.19,0.17,0.2,0.24,0.2,0.14,0,0.05,0.23,0.59,0.68,1.42,2.17,2.76,5,0.96,0.89,0.72,0.56,1.35,0.71,0.84,275,4.9,25,39.1,74.9,56.3,38.6,26.1,24.6,9.4,6,139.1,135.6,76.4,18.3,54.7,77,16,0,0,0.1,0.1,0.6,0.9,1,2.1,2.6,2.3,1.6,0.4,1.6,1.3,0,0.3,1.3,2.7,2.3,4.4,5.7,4.3,4,13.3,11.7,5.6,1,10.6,6.4,1
3/7/21,10.29,0.18,0.91,7.13,13.74,12.49,11.93,8.72,8.91,6.07,7.68,10.19,10.39,10.06,10.25,6.96,8.73,14.35,0,0,0.03,0.04,0.23,0.33,0.46,2.86,0.2,0.16,0.18,0.24,0.18,0.17,0,0.08,0.21,0.53,0.72,1.6,1.74,2.94,5.18,0.93,0.9,0.85,0.56,1.24,0.68,0.84,278.6,4.9,24.7,39.1,76,57,40.1,27.3,23.4,9.4,6.1,141.3,137.1,78.1,18.4,54.6,78.6,17.1,0,0,0.1,0.1,0.7,0.9,0.7,2.3,2.7,2.1,1.4,0.4,1.4,1.6,0,0.4,1.1,2.4,2.4,5,4.6,4.6,4.1,12.9,11.9,6.6,1,9.7,6.1,1
3/8/21,10.37,0.2,0.89,7.29,14.31,12.74,11.51,8.72,8.75,5.98,6.43,10.29,10.47,10.54,10.8,6.99,8.59,14.83,0,0,0.03,0.04,0.27,0.33,0.64,2.86,0.21,0.18,0.22,0.24,0.22,0.16,0,0.08,0.23,0.47,0.68,1.6,1.79,2.85,4.82,0.96,0.82,0.81,0.48,1.29,0.65,0.72,280.7,5.3,24.1,40,79.1,58.1,38.7,27.3,23,9.3,5.1,142.6,138.1,81.9,19.4,54.9,77.3,17.7,0,0,0.1,0.1,0.9,0.9,1,2.3,2.9,2.4,1.7,0.4,1.7,1.4,0,0.4,1.3,2.1,2.3,5,4.7,4.4,3.9,13.3,10.9,6.3,0.9,10.1,5.9,0.9
3/9/21,10.39,0.18,0.85,7.18,14.44,12.71,11.21,9.13,8.42,6.07,7.5,10.1,10.68,10.3,10.49,7.12,8.52,17.34,0,0,0.03,0.04,0.37,0.33,0.55,2.32,0.21,0.16,0.17,0.16,0.24,0.17,0,0.1,0.18,0.5,0.68,1.55,1.85,2.48,4.11,0.91,0.79,0.7,0.48,1.29,0.6,0.96,281.1,5,23,39.4,79.9,58,37.7,28.6,22.1,9.4,6,140,141,80,18.9,55.9,76.7,20.7,0,0,0.1,0.1,1.1,0.9,0.9,1.9,2.9,2.1,1.3,0.3,1.9,1.6,0,0.6,1,2.3,2.3,4.9,4.9,3.9,3.3,12.6,10.4,5.4,0.9,10.1,5.4,1.1
